company,name,technology,type,chp,fuel,secondary_fuel,capacity_mw,grid_connection,country,Region,Postcode,OS Reference,X-Coordinate,Y-Coordinate,Year Commissioned,DESNZ site code,lat,lon
Anesco,Puriton,Solar,PV,No,Solar,,4.56768,LV,England,South West,TA64TG,,332462.0,142273.0,2015.0,SOL-000443,51.17568739645036,-2.967511721804647
Anesco,Bourne Park,Solar,PV,No,Solar,,0.2484,LV,England,South West,DT27TU,,372107.0,97577.0,2012.0,SOL-000481,50.777095250459965,-2.396971181638148
Anesco,Owls Lodge,Solar,PV,No,Solar,,10.00465,LV,England,South East,SP116PL,,443869.0,142971.0,2013.0,SOL-000585,51.184291821240144,-1.3737213379447502
Anesco,Shelswell,Solar,PV,No,Solar,,5.06331,LV,England,South East,OX278EH,,460822.0,230982.0,2013.0,SOL-000589,51.97398724491584,-1.1159749338306326
Anesco,Skylark,Solar,PV,No,Solar,,4.93885,LV,England,East of England,CB232SZ,,531754.0,257635.0,2013.0,SOL-000591,52.201206427288994,-0.07353145369535835
Anesco,Halse Solar Farm,Solar,PV,No,Solar,,8.34048,LV,England,South West,TA43LY,,315101.0,128738.0,2013.0,SOL-000608,51.05168958297473,-3.2126171862446515
Anesco,Jordanston Solar Farm,Solar,PV,No,Solar,,4.631,LV,Wales,Wales,SA708NQ,,206785.0,201103.0,2013.0,SOL-000610,51.67537636128584,-4.795876577444222
Anesco,Horsacott Solar Farm,Solar,PV,No,Solar,,6.54,LV,England,South West,EX312PD,,252330.0,131541.0,2013.0,SOL-000616,51.06415891253853,-4.108794719494922
Anesco,Sandys Moor,Solar,PV,No,Solar,,2.9,LV,England,South West,TA42LY,,308509.0,127381.0,2013.0,SOL-000620,51.03847677902225,-3.3062957355288325
Anesco,East Farm,Solar,PV,No,Solar,,6.843,LV,England,South West,BA120PG,,398727.0,142115.0,2013.0,SOL-000625,51.17826771955852,-2.019591559335808
Anesco,Huntingdon,Solar,PV,No,Solar,,10.204,LV,England,East of England,PE285YJ,,520021.0,281612.0,2014.0,SOL-000662,52.41934004617704,-0.23658029830302368
Anesco,Blackdown,Solar,PV,No,Solar,,7.454,LV,England,South West,TA37DY,,320819.0,114679.0,2014.0,SOL-000664,50.92611006653763,-3.127988154414295
Anesco,Mendip,Solar,PV,No,Solar,,7.175,LV,England,South West,BA53AA,,359176.0,151234.0,2014.0,SOL-000666,51.258796490813076,-2.5864194663337847
Anesco,Newnton Dairy,Solar,PV,No,Solar,,7.176,LV,England,South West,SN169SR,,392277.0,191968.0,2014.0,SOL-000667,51.62647377218534,-2.112964441790273
Anesco,Whitchurch,Solar,PV,No,Solar,,6.52,LV,England,South West,BA34DW,,363439.0,153553.0,2014.0,SOL-000669,51.27993784406591,-2.5255685705968567
Anesco,Watchfield Solar Farm,Solar,PV,No,Solar,,10.6998,LV,England,South West,TA94LD,,334135.0,147772.0,2014.0,SOL-000670,51.225322780534746,-2.9445939030323314
Anesco,Eynsham Solar Farm,Solar,PV,No,Solar,,13.452,LV,England,South East,OX296XD,,439658.0,210754.0,2014.0,SOL-000682,51.794038027060026,-1.4263734132497563
Anesco,Steventon,Solar,PV,No,Solar,,10.03917,LV,England,South East,OX136AP,,444299.0,192928.0,2014.0,SOL-000683,51.63342469328938,-1.3613449814044702
Anesco,Anglesey,Solar,PV,No,Solar,,14.92608,LV,Wales,Wales,LL635SZ,,238717.0,367342.0,2014.0,SOL-000710,53.17866848605871,-4.414809438808522
Anesco,Welbeck,Solar,PV,No,Solar,,11.2608,LV,England,East Midlands,NG209PU,,457669.0,369999.0,2014.0,SOL-000717,53.223916890933644,-1.1376828315309004
Anesco,Salcey Farm,Solar,PV,No,Solar,,5.46156,LV,England,South East,MK168LP,,485184.0,250544.0,2014.0,SOL-000718,52.146625201332185,-0.756522169061396
Anesco,Bulls Head North,Solar,PV,No,Solar,,5.51304,LV,England,South East,MK168LP,,481460.0,251327.0,2014.0,SOL-000719,52.154224226111644,-0.810744885615237
Anesco,Bilsthorpe,Solar,PV,No,Solar,,5.7408,LV,England,East Midlands,NG228ST,,465147.0,361625.0,2014.0,SOL-000720,53.14779221486952,-1.0273968692515691
Anesco,Tope Farm,Solar,PV,No,Solar,,3.31197,LV,England,South West,TQ97DR,,283048.0,52733.0,2014.0,SOL-000729,50.3628476895839,-3.645633710277032
Anesco,Horam Solar Park,Solar,PV,No,Solar,,2.571,LV,England,South East,TN210JN,,556616.0,115760.0,2014.0,SOL-000769,50.92005020111872,0.2268146900523282
Anesco,Pierces Farm,Solar,PV,No,Solar,,1.74312,LV,England,South East,RG71LY,,468119.0,167296.0,2015.0,SOL-000775,51.40061473328614,-1.0221734180633044
Anesco,Culworth,Solar,PV,No,Solar,,3.63639,LV,England,East Midlands,OX172HW,,454564.0,245985.0,2015.0,SOL-000776,52.109509065498784,-1.204678131559515
Anesco,Abergelli,Solar,PV,No,Solar,,7.68222,LV,Wales,Wales,SA57NN,,265507.0,202009.0,2015.0,SOL-000779,51.700661451386104,-3.947570919505661
Anesco,Gedling,Solar,PV,No,Solar,,5.7408,LV,England,East Midlands,NG44JX,,461655.0,344045.0,2015.0,SOL-000789,52.99019967112548,-1.0829623869828804
Anesco,Higher Bye,Solar,PV,No,Solar,,6.79059,LV,England,South West,TA230JT,,305042.0,142360.0,2015.0,SOL-000823,51.17256799100351,-3.359676572071596
Anesco,Trickey Warren,Solar,PV,No,Solar,,4.63197,LV,England,South West,TA37DY,,320109.0,114779.0,2015.0,SOL-000828,50.92691109114514,-3.1381101198070467
Anesco,Cotgrave,Solar,PV,No,Solar,,4.9833,LV,England,East Midlands,NG123GU,,463974.0,336042.0,2015.0,SOL-000863,52.91799738317807,-1.049998143210384
Anesco,Pen-Y-Cae,Solar,PV,No,Solar,,6.76227,LV,Wales,Wales,SA183BJ,,260143.0,211806.0,2015.0,SOL-000864,51.787379896527476,-4.0290807704136355
Anesco,Radcliffe,Solar,PV,No,Solar,,4.15745,LV,England,East Midlands,NG122LT,,463038.0,338202.0,2015.0,SOL-000865,52.93752206710505,-1.0634978737520338
Anesco,Askern,Solar,PV,No,Solar,,4.97372,LV,England,Yorkshire and the Humber,DN60BZ,,455441.0,413876.0,2015.0,SOL-000877,53.61850138637661,-1.1633465746802165
Anesco,Lodge Farm ,Solar,PV,No,Solar,,4.87968,LV,England,East Midlands,S445TE,,441566.0,370954.0,2015.0,SOL-000878,53.234001052416005,-1.3787332755138955
Anesco,Oak Cottage,Solar,PV,No,Solar,,4.8672,LV,Wales,Wales,SA624PR,,202839.0,217801.0,2015.0,SOL-000879,51.82395089432499,-4.8623426406142265
Anesco,Playters,Solar,PV,No,Solar,,8.6295,LV,England,East of England,NR347TN,,644257.0,287733.0,2015.0,SOL-000880,52.43295649090934,1.5918092608011898
Anesco,Yarburgh,Solar,PV,No,Solar,,8.08606,LV,England,East Midlands,LN11ONU,,534300.0,391971.0,2015.0,SOL-000882,53.40747168128826,0.018847827144926638
Anesco,Brookbarn,Solar,PV,No,Solar,,3.63,LV,England,South East,BN177PE,,500000.0,102000.0,2015.0,SOL-000894,50.8089325679249,-0.5820825981467952
Anesco,Portworthy,Solar,PV,No,Solar,,4.0239,LV,England,South West,PL75JP,,256878.0,60850.0,2015.0,SOL-000895,50.43001326351315,-4.016443894949105
Anesco,Shalfleet ,Solar,PV,No,Solar,,4.99602,LV,England,South East,PO410TZ,,440587.0,88605.0,2015.0,SOL-000896,50.6956813587755,-1.4267164942761346
Anesco,Homestead,Solar,PV,No,Solar,,3.95355,LV,England,South East,PO410TZ,,439433.0,88404.0,2015.0,SOL-000909,50.69395307190239,-1.4430758479032022
Anesco,Rainbow,Solar,PV,No,Solar,,4.79074,LV,England,South West,TA64TG,,331238.0,141809.0,2015.0,SOL-000910,51.17136960640531,-2.984929388199803
Anesco,Hale,Solar,PV,No,Solar,,3.599,LV,England,South West,BH236BB,,409997.0,97268.0,2015.0,SOL-000911,50.774908733784116,-1.8595861806982368
Anesco,Woodtown,Solar,PV,No,Solar,,2.71936,LV,England,South West,BH228SW,,409156.0,97807.0,2015.0,SOL-000912,50.77976944398057,-1.8715001762345704
Anesco,Salford Lodge Solar Farm,Solar,PV,No,Solar,,4.9962,LV,England,West Midlands,WR118SN,SP0478950939,404789.0,250939.0,2015.0,SOL-000924,52.15670861722155,-1.9314145449452769
Anesco,Bourne Park 2,Solar,PV,No,Solar,,2.39974,LV,England,South West,DT27TU,,372234.0,97408.0,2015.0,SOL-000925,50.775581660021324,-2.395157178991596
Anesco,Radford,Solar,PV,No,Solar,,4.97352,LV,England,West Midlands,CV311XJ,,435175.0,261988.0,2015.0,SOL-000933,52.25494593879897,-1.4861233847765534
Anesco,Eaton Hill ,Solar,PV,No,Solar,,0.4743,LV,England,West Midlands,HR60DG,SO5055459596,350554.0,259596.0,2015.0,SOL-000938,52.232327664643556,-2.7254131762567853
Anesco,Coleford Pingry Solar Farm,Solar,PV,No,Solar,,3.40272,LV,England,South West,GL168QD,,357121.0,209434.0,2016.0,SOL-000987,51.781915955800265,-2.622969061025861
Anesco,Milkwall Solar Farm,Solar,PV,No,Solar,,3.50064,LV,England,South West,GL168QD,,357646.0,209411.0,2016.0,SOL-000989,51.78174926644318,-2.6153564123209234
Anesco,Sheepbridge,Solar,PV,No,Solar,,5.0,LV,England,South East,RG71PX,SU7207665355,472076.0,165355.0,2016.0,SOL-000990,51.382676626060814,-0.9656944370588392
Anesco,Lindridge,Solar,PV,No,Solar,,4.92408,LV,England,East Midlands,LE99FD,SK4668005219,446680.0,305219.0,2016.0,SOL-000991,52.64271164233931,-1.3115618174088874
Anesco,Lee Moor,Solar,PV,No,Solar,,4.98732,LV,England,South West,PL75JP,,256033.0,60850.0,2015.0,SOL-000992,50.429806516248284,-4.028333184711427
Anesco,Oakham,Solar,PV,No,Solar,,4.63962,LV,England,South West,BS324BS,,359684.0,183393.0,2016.0,SOL-000994,51.54797913332672,-2.5828052351875006
Anesco,The Beeches,Solar,PV,No,Solar,,4.9998,LV,England,West Midlands,CV379RG,,414445.0,254098.0,2016.0,SOL-000995,52.18494301653466,-1.7901381755979306
Anesco,East Appleton,Solar,PV,No,Solar,,4.97952,LV,England,Yorkshire and the Humber,DL107QE,,423660.0,495768.0,2016.0,SOL-000996,54.356897951911705,-1.6374451915035348
Anesco,Fell View,Solar,PV,No,Solar,,4.2588,LV,England,North West,PR25SD,,358322.0,433776.0,2016.0,SOL-000998,53.79860814112384,-2.6342405264450885
Anesco,Grimsargh,Solar,PV,No,Solar,,2.91564,LV,England,North West,PR25SD,,358322.0,433776.0,2016.0,SOL-001000,53.79860814112384,-2.6342405264450885
Anesco,Sheep Shed,Solar,PV,No,Solar,,4.98576,LV,England,West Midlands,CV379RG,,415469.0,255805.0,2016.0,SOL-001003,52.200261952490095,-1.7750834599002336
Anesco,Stripe,Solar,PV,No,Solar,,4.97952,LV,England,Yorkshire and the Humber,DL107PW,,419640.0,502487.0,2016.0,SOL-001004,54.41745103587928,-1.6988590548403124
Anesco,The Rushes,Solar,PV,No,Solar,,4.97952,LV,England,West Midlands,CV379RG,,416507.0,255215.0,2016.0,SOL-001005,52.194927779687006,-1.7599246643224538
Anesco,Wymeswold,Solar,PV,No,Solar,,2.12784,LV,England,East Midlands,LE126UA,,460007.0,323259.0,2016.0,SOL-001006,52.80355695921828,-1.1113387492374844
Anesco,Oxcroft,Solar,PV,No,Solar,,4.18965,LV,England,East Midlands,S446AG,,446492.0,374323.0,2016.0,SOL-001011,53.26387475568995,-1.3044488422904006
Anesco,Berry Court,Solar,PV,No,Solar,,3.92028,LV,England,South East,RG265AT,,461938.0,159221.0,2016.0,SOL-001013,51.32872307814793,-1.112417797928398
Anesco,Stud Farm,Solar,PV,No,Solar,,2.36808,LV,England,East Midlands,NG228SX,,464448.0,361853.0,2016.0,SOL-001014,53.149926264832004,-1.0378006866210732
Anesco,Brookside,Solar,PV,No,Solar,,4.99737,LV,England,West Midlands,CV379RG,,414476.0,254127.0,2016.0,SOL-001016,52.18520293036448,-1.7896835302502474
Anesco,The Leys,Solar,PV,No,Solar,,4.97952,LV,England,West Midlands,CV379RG,,415118.0,253833.0,2016.0,SOL-001018,52.18254267884733,-1.7803063726954595
Anesco,Misson Park,Solar,PV,No,Solar,,4.9896,LV,England,East Midlands,DN106DP,,467034.0,394719.0,2016.0,SOL-001037,53.44498534026029,-0.9922122290834833
Anesco,Crow Trees Solar Farm,Solar,PV,No,Solar,,4.693149999999999,LV,England,East Midlands,NG171JF,,447248.0,357200.0,2016.0,SOL-001040,53.10990321063624,-1.2956412754666855
Anesco,Hermitage,Solar,PV,No,Solar,,4.99881,LV,England,East of England,MK455JD,,503595.0,232813.0,2016.0,SOL-001058,51.98412610618095,-0.49292661505003194
Anesco,Brook Hall,Solar,PV,No,Solar,,4.67376,LV,England,South West,BA149PT,,385169.0,153475.0,2016.0,SOL-001070,51.28022110670264,-2.2140207363016735
Anesco,Wymeswold - Wide Lane,Solar,PV,No,Solar,,4.2796,LV,England,East Midlands,LE126SE,,463380.0,323140.0,2016.0,SOL-001077,52.80210232676592,-1.0613361463154285
Anesco,Abbey Fields Solar Farm,Solar,PV,No,Solar,,4.94208,LV,England,South East,ME108HD,TR0267762028,602677.0,162028.0,2016.0,SOL-001079,51.321238544302496,0.9073189069023028
Anesco,Warren,Solar,PV,No,Solar,,4.98888,LV,England,South East,SO519AG,,437906.0,121342.0,2016.0,SOL-001080,50.99023564719271,-1.4612958618738574
Anesco,Hungerford,Solar,PV,No,Solar,,4.47426,LV,England,South East,RG278SW,,478178.0,153997.0,2016.0,SOL-001081,51.279761743953834,-0.880518247070419
Anesco,Blue House,Solar,PV,No,Solar,,4.97952,LV,England,North East,TS225PW,,446965.0,526727.0,2016.0,SOL-001084,54.633492638481684,-1.2739597644400042
Anesco,Low Burntoft,Solar,PV,No,Solar,,4.99824,LV,England,North East,TS225PD,,445706.0,527911.0,2016.0,SOL-001086,54.64424737237847,-1.293277429414873
Anesco,Palmersford,Solar,PV,No,Solar,,3.03597,LV,England,South West,BH236BG,,409981.0,99040.0,2015.0,SOL-001088,50.79084379912657,-1.8597655322896207
Anesco,Granville,Solar,PV,No,Solar,,4.43716,LV,England,West Midlands,TF28PQ,,372363.0,313370.0,2016.0,SOL-001091,52.717272877505074,-2.4105730847262774
Anesco,High Meadow,Solar,PV,No,Solar,,3.88752,LV,England,North East,TS211EA,,439442.0,521774.0,2016.0,SOL-001096,54.589626146768744,-1.3911585041939878
Anesco,Heywood Grange,Solar,PV,No,Solar,,4.9631,LV,England,West Midlands,ST102PL,,396689.0,345502.0,2016.0,SOL-001097,53.00682014906181,-2.0507920667399566
Anesco,Blisworth Solar Farm,Solar,PV,No,Solar,,3.588,LV,England,East Midlands,NN73DA,,473113.0,252638.0,2016.0,SOL-001098,52.16717523442003,-0.9324438564646379
Anesco,Thame,Solar,PV,No,Solar,,4.7916,LV,England,South East,OX93QH,,473366.0,206186.0,2016.0,SOL-001101,51.7495753913203,-0.9386504779794416
Anesco,Michaelston Solar Farm,Solar,PV,No,Solar,,4.17428,LV,Wales,Wales,CF36XS,,322998.0,183674.0,2016.0,SOL-001102,51.546684198335804,-3.111847026408017
Anesco,Greencroft,Solar,PV,No,Solar,,4.92752,LV,England,North East,DH97XR,,417307.0,550812.0,2016.0,SOL-001104,54.85181275729697,-1.7319716494045077
Anesco,Moneystone,Solar,PV,No,Solar,,4.98324,LV,England,West Midlands,ST102DZ,,404572.0,346224.0,2016.0,SOL-001108,53.01330272038025,-1.9333038522713617
Anesco,Willows Farm,Solar,PV,No,Solar,,4.62,LV,England,West Midlands,WR114TG,SK1026233700,410262.0,333700.0,2016.0,SOL-001122,52.90064438837905,-1.848887092287207
Anesco,The Willows,Solar,PV,No,Solar,,4.734,LV,England,West Midlands,CV379RG,,410262.0,333700.0,2016.0,SOL-001124,52.90064438837905,-1.848887092287207
Anesco,Poplars,Solar,PV,No,Solar,,4.98,LV,England,West Midlands,CV379RG,,415118.0,253833.0,2016.0,SOL-001129,52.18254267884733,-1.7803063726954595
Anesco,Clayhill,Solar,PV,No,Solar,,9.8406,LV,England,East of England,MK455JD,,504351.0,233195.0,2017.0,SOL-001179,51.98741802818698,-0.48180630922553785
Anesco,Ollerton,Solar,PV,No,Solar,,4.25256,LV,England,East Midlands,NG229DX,,463220.0,366009.0,2017.0,SOL-001182,53.187425965029085,-1.055339727793758
Anesco,Nanthenfoel,Solar,PV,No,Solar,,4.99684,LV,Wales,Wales,SA487NP,,254014.0,252465.0,2017.0,SOL-001183,52.15111569474332,-4.135176069248644
Anesco,Albrighton,Solar,PV,No,Solar,,4.97352,LV,England,West Midlands,WV91RQ,,383987.0,305139.0,2017.0,SOL-001189,52.64375101374557,-2.238091656281928
Anesco,Ashton,Solar,PV,No,Solar,,4.80816,LV,England,South West,BA146DX,,388976.0,158134.0,2017.0,SOL-001190,51.32220076964612,-2.159584306712098
Anesco,Blackwell Grange,Solar,PV,No,Solar,,4.97664,LV,England,West Midlands,CV364PF,,422892.0,243330.0,2017.0,SOL-001191,52.08785096747303,-1.6673117263652053
Anesco,Hyde Farm,Solar,PV,No,Solar,,4.94208,LV,England,South East,MK464DU,,488765.0,253909.0,2017.0,SOL-001192,52.176307172570816,-0.7033243707310136
Anesco,Spring Lane,Solar,PV,No,Solar,,0.958,LV,England,East Midlands,LE651WU,,436639.0,314607.0,2017.0,SOL-001193,52.727871509046295,-1.4589057355367432
Anesco,Moss Thorn,Solar,PV,No,Solar,,4.97352,LV,England,North West,CA110BY,,348608.0,530601.0,2017.0,SOL-001200,54.667849899942276,-2.7983292593355142
Anesco,Bristol Water,Solar,PV,No,Solar,,0.80255,LV,England,South West,GL139HN,,353895.0,167517.0,2017.0,SOL-001201,51.404795204646426,-2.6642075538854977
Anesco,Bumpers Farm,Solar,PV,No,Solar,,4.99712,LV,England,South East,HP279RE,,476303.0,205882.0,2017.0,SOL-001202,51.746450891334405,-0.8961812124965004
Anesco,Wreay,Solar,PV,No,Solar,,4.97536,LV,England,North West,CA40PY,,342315.0,547311.0,2017.0,SOL-001203,54.81731419987195,-2.899207928766486
Anesco,Bumpers Farm 2,Solar,PV,No,Solar,,12.0077,LV,England,South East,HP279RE,,477235.0,206455.0,2020.0,SOL-001288,51.75147429126075,-0.8825572229588045
Anesco,Chalgrove,Solar,PV,No,Solar,,2.402,LV,England,South East,OX447SL,,462500.0,196438.0,2014.0,SOL-001302,51.66325603754563,-1.0977726591537778
Anesco,Nether Mill,Solar,PV,No,Solar,,3.765,LV,England,South West,EX152QQ,ST0209412271,302094.0,112271.0,2015.0,SOL-001303,50.901585207188255,-3.393691188369278
Anesco,Barr Farm,Solar,PV,No,Solar,,1.885,LV,England,West Midlands,WV107BN,,391152.0,307977.0,2015.0,SOL-001305,52.66942935932976,-2.1322774052520974
Anesco,Dale Farm,Solar,PV,No,Solar,,4.996,LV,Northern Ireland,Northern Ireland,BT809UU,,96201.0,539164.0,2018.0,SOL-001306,54.65573437600988,-6.712098002977586
Anesco,Sandridge,Solar,PV,No,Solar,,49.62,LV,England,South West,SN152JN,ST9385563823,393855.0,163823.0,2015.0,SOL-001308,51.373429104564536,-2.089668955281712
Anesco,Darran,Solar,PV,No,Solar,,1.823,LV,Wales,Wales,NP120HX,,318423.0,199274.0,2017.0,SOL-001309,51.6862747032502,-3.1814456629932497
Anesco,Langley Priory,Solar,PV,No,Solar,,2.036,LV,England,East Midlands,DE742QQ,,443358.0,323561.0,2015.0,SOL-001351,52.80786319987194,-1.3582384364942743
Anesco,Milborne Port,Solar,PV,No,Solar,,3.292,LV,England,South West,DT95EF,ST6821819662,368218.0,119662.0,2017.0,SOL-001362,50.97548594780729,-2.454053706740601
Anesco,Derwyn,Solar,PV,No,Solar,,4.664,LV,Wales,Wales,CF62 3AA,ST0869169396,308691.0,169396.0,2016.0,SOL-001368,51.416201078127834,-3.3144195550553697
Anesco,Sutor,Solar,PV,No,Solar,,4.992,LV,England,South West,BA9 9RA,ST7249427168,372494.0,127168.0,2016.0,SOL-001371,51.04320095741654,-2.3937224207441132
Anesco,Biglis,Solar,PV,No,Solar,,4.973,LV,Wales,Wales,CF63 1BL,ST1391670097,313916.0,170097.0,2016.0,SOL-001372,51.42332123627158,-3.2394736122647054
Anesco,Chard,Solar,PV,No,Solar,,3.043,LV,England,South West,TA20 1RR,ST3373410028,333734.0,110028.0,2016.0,SOL-001373,50.88592295991121,-2.943412144817017
Anesco,Spear Hill,Solar,PV,No,Solar,,4.951,LV,England,South East,RH20 3BA,TQ1338217346,513382.0,117346.0,2016.0,SOL-001374,50.944414010298395,-0.3874754279388041
Anesco,Nancrossa,Solar,PV,No,Solar,,6.856,LV,England,South West,TR10 9EA,SW7265433891,172654.0,33891.0,2016.0,SOL-001375,50.16136666213227,-5.184463404632328
Anesco,Lincoln Farm,Solar,PV,No,Solar,,10.6848,LV,England,East Midlands,PE24 5AT,TF4735362779,547353.0,362779.0,2016.0,SOL-001377,53.14178787313415,0.20153680804245647
Anesco,Parcstormy,Solar,PV,No,Solar,,0.7,LV,Wales,Wales,CF33 4RS,SS8409980079,284099.0,180079.0,2013.0,SOL-001378,51.50771803411487,-3.671415280928938
Anesco,Swanland,Solar,PV,No,Solar,,4.998,LV,England,East of England,EN63NH,TL2281300555,522813.0,200555.0,2017.0,SOL-001379,51.69032480116632,-0.22466047568661632
Anesco,Bedford,Solar,PV,No,Solar,,0.62934,LV,England,East Midlands,MK443SD,TL0254945634,502549.0,245634.0,2016.0,SOL-001405,52.09954960810444,-0.5043108342154343
Anesco,Dragon LNG,Solar,PV,No,Solar,,9.97272,LV,Wales,Wales,SA731DR,SM9258504781,192585.0,204781.0,2022.0,SOL-001406,51.70333546497458,-5.003145129678101
Anesco,West Field,Solar,PV,No,Solar,,4.9398,LV,England,North West,PR30PU,SD4976942088,349769.0,442088.0,2016.0,SOL-001407,53.87255166320299,-2.7654427740695455
Anesco,Whilton,Solar,PV,No,Solar,,0.33,LV,England,East Midlands,NN112NH,SP6170164551,461701.0,264551.0,2016.0,SOL-001408,52.27565546240838,-1.0971036436131165
Anesco,Littlewood,Solar,PV,No,Solar,,5.0,LV,England,North West,NG19 8JA,SP8210547071,482105.0,247071.0,2017.0,SOL-001522,52.11587369240078,-0.8023456185232796
Anesco,Ilmer,Solar,PV,No,Solar,,4.998,LV,England,East Midlands,HP279RE,SP7700006500,477000.0,206500.0,2017.0,SOL-001547,51.751911115973236,-0.8859508413891446
Anesco,West Hill,Solar,PV,No,Solar,,11.07311,LV,England,South West,EX348NF,SS5152742091,251527.0,142091.0,2014.0,SOL-001548,51.15875276785726,-4.124590933420157
Anesco,Majors Hill,Solar,PV,No,Solar,,1.1549,HV,England,South East,RH10 4PE,TQ3215136216,532151.0,136216.0,2016.0,SOL-001595,51.11001248169222,-0.1135853531504871
Anesco,Malmpit,Solar,PV,No,Solar,,5.0016,LV,England,South West,BA12 0LZ,ST9742939768,397429.0,139768.0,2016.0,SOL-001596,51.15715892868327,-2.038142766575595
Anesco,Park Hill,Solar,PV,No,Solar,,4.99676,HV,Scotland,Scotland,DD11 4QU,NO6412545917,364125.0,745917.0,,SOL-001604,56.603760770094894,-2.585954070130447
Anesco,Beavor Grange,Solar,PV,No,Solar,,19.54152,HV,England,South West,EX13 5SE,SY3275798184,332757.0,98184.0,2024.0,SOL-001615,50.77931759407157,-2.955122589008483
Anesco,Walley Corner,Solar,PV,No,Solar,,4.997,LV,England,South East,OX10 7PQ,,0.0,0.0,2017.0,SOL-001630,49.766807235142615,-7.55715980690519
Anesco,Siddington,Solar,PV,No,Solar,,20.88,HV,England,South West,GL7 6DB,,0.0,0.0,2024.0,SOL-001646,49.766807235142615,-7.55715980690519
Anesco,Low Farm,Solar,PV,No,Solar,,49.9,HV,England,South East,PE24 4JS,,0.0,0.0,2025.0,SOL-001647,49.766807235142615,-7.55715980690519
Anesco,Alfreton,Solar,PV,No,Solar,,19.89,HV,England,East Midlands,DE55 5AL,,0.0,0.0,2024.0,SOL-001648,49.766807235142615,-7.55715980690519
Atmosclear,Broadgate,Solar,PV,No,Solar,,1.1,LV,England,South West,,SS7764107308,277641.0,107308.0,2012.0,SOL-000484,50.85230776229251,-3.7396203587487458
Atmosclear,Barton,Solar,PV,No,Solar,,1.2,LV,England,South West,,ST0777817118,307778.0,117118.0,2012.0,SOL-000485,50.9460966754312,-3.3141098835630913
Atmosclear,Higher Pirzwell,Solar,PV,No,Solar,,1.2,LV,England,South West,EX15 2AH,ST0754609156,307546.0,109156.0,2012.0,SOL-000486,50.87448109376956,-3.3153916647827635
Atmosclear,Stables Farm,Solar,PV,No,Solar,,1.0,LV,England,South East,PO30 4NH,SZ4092088770,440920.0,88770.0,2012.0,SOL-000493,50.69714181114461,-1.4219837736928962
Atmosclear,Yeowood,Solar,PV,No,Solar,,1.2,LV,England,South West,BS40 5AA,ST4438562232,344385.0,162232.0,2012.0,SOL-000498,51.35642421938161,-2.800083793490883
Atmosclear,Kia-Ora Farm,Solar,PV,No,Solar,,1.8,LV,England,South West,EX15 1PZ,ST0097507058,300975.0,107058.0,2013.0,SOL-000574,50.854530829273344,-3.4081857444261128
Atmosclear,Luson,Solar,PV,No,Solar,,1.9,LV,England,South West,PL21 9JY,SX6201653112,262016.0,53112.0,2013.0,SOL-000579,50.36169511943467,-3.9413045428905953
Atmosclear,Copley Wood (Renewables (SW)),Solar,PV,No,Solar,,1.5,LV,England,South West,,ST5184332305,351843.0,132305.0,2015.0,SOL-000921,51.08802612308189,-2.688956849267094
Atmosclear,Long Ash Lane Solar Park ,Solar,PV,No,Solar,,5.0,LV,England,South West,DT2 9PW,ST6092802540,360928.0,102540.0,2017.0,SOL-001180,50.82107549642291,-2.55604508500632
Babcock International and Fluor Inc,Maentwrog,Hydro,Large Hydro,No,Hydro,,35.3,HV,Wales,Wales,LL414HY,SH648396,267297.8,337806.9,1928.0,HNF-000003,52.92123414158664,-3.975276280541999
BayWa R.E,Tir Mostyn & Foel Goch Ltd,Wind,Onshore,No,Wind,,21.25,HV,Wales,Wales,LL165RN,,300300.0,358800.0,2005.0,WON-000275,53.117026688082376,-3.4910997506076176
BayWa R.E,Scout Moor Wind Farm Ltd,Wind,Onshore,No,Wind,,65.0,HV,England,North West,OL127TY,,382400.0,419200.0,2008.0,WON-000338,53.66897658356125,-2.26785853491505
BayWa R.E,Bagmoor Wind Ltd,Wind,Onshore,No,Wind,,16.0,HV,England,Yorkshire and the Humber,DN159GH,,488240.0,415400.0,2009.0,WON-000369,53.62770469743424,-0.6671975473116939
Bluefield Services,Bradenstoke Solar Park Ltd,Solar,PV,No,Solar,,69.7884,LV,England,South West,SN154PZ,,402315.0,178635.0,2015.0,SOL-000827,51.506642265739686,-1.9680371632744018
Calon Energy,Severn Power Ltd,Fossil Fuel,CCGT,No,Natural Gas,,850.0,HV,Wales,Wales,NP19 4RE,,333250.0,185006.0,2010.0,GAS-000377,51.55996698769841,-2.9642794561417314
Capital Dynamics UK,Rymes,Solar,PV,No,Solar,,4.9908,LV,England,South West,GL19 3AJ,,374052.0,225256.0,2017.0,SOL-001381,51.92521193651401,-2.378740925947327
Capital Dynamics UK,Home Farm,Solar,PV,No,Solar,,3.06,LV,Wales,Wales,,ST1031075854,310310.0,175854.0,2017.0,SOL-001574,51.47451248513381,-3.292783401763231
Capital Dynamics UK,Ysgellog,Wind,Onshore,No,Wind,,4.6,LV,Wales,Wales,LL060AW,,240490.0,391238.0,2013.0,WON-000540,53.39381008384975,-4.400309700524137
Capital Dynamics UK,Garlenick,Wind,Onshore,No,Wind,,4.0,LV,England,South West,TR24RQ,,194662.0,49203.0,2014.0,WON-000657,50.306935915578194,-4.88505498798252
