name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,country,country_long,owner,commissioning_year,source,url,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,generation_gwh_latest
High Pow,GBR0004029,3.9,54.7895,-3.1912,wind,,,,GBR,United Kingdom,REG Windpower (previously Cornwall Light and Power),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,9.83,
High Sharpley,GBR0003092,2.6,54.8403,-1.3375,wind,,,,GBR,United Kingdom,REG Windpower (previously Cornwall Light & Power),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,6.55,
High Volts RO,GBR0003495,5.5,54.6936,-1.3003,wind,,,,GBR,United Kingdom,E.On,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,13.86,
Highampton A,WKS0072567,4.0,50.8172,-4.1164,solar,,,,GBR,United Kingdom,,,Wiki-Solar,https://www.wiki-solar.org,,,,,,,,5.84,5.89,5.95,5.87,5.89,
Higher Bye,GBR0002342,6.79059,51.1726,-3.3597,solar,,,,GBR,United Kingdom,Anesco,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,10.05,10.09,9.96,10.01,10.35,
Higher Hatherleigh Solar Farm,GBR0001586,3.5,51.0437,-2.4272,solar,,,,GBR,United Kingdom,Hive Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,5.19,5.22,5.15,5.16,5.21,
Higher Hatherleigh Solar Farm extension,GBR0001355,1.5,51.0438,-2.4107,solar,,,,GBR,United Kingdom,Mr J Pertwee,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,2.13,2.17,2.14,2.14,2.17,
Higher Hill Farm (extension),GBR0002174,1.5,51.0794,-2.6955,solar,,,,GBR,United Kingdom,British Solar Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,2.13,2.17,2.13,2.15,2.17,
Higher Hill Solar Park,GBR0002386,4.9864,51.0763,-2.6892,solar,,,,GBR,United Kingdom,Solar Power Generation,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.54,7.57,7.44,7.49,7.71,
Higher Knapp Farm,GBR0001450,1.5,51.0193,-2.9962,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,2.13,2.18,2.14,2.14,2.17,
Higher Pirzwell Solar Farm,GBR0001617,1.2,50.8745,-3.3154,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,1.7,1.74,1.72,1.72,1.75,
Higher Tregarne Solar Farm,GBR0001544,5.0,50.1217,-5.1351,solar,,,,GBR,United Kingdom,John Laing Environmental Assets (formerly sPower & Cambourne Capital),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.92,7.87,7.86,7.85,7.93,
Higher Trevartha Farm,GBR0001067,3.0,50.4517,-4.4281,solar,,,,GBR,United Kingdom,Smarter Energy Solutions Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,4.51,4.39,4.49,4.49,4.5,
Highfields Farm (Braintree),GBR0001999,2.8,51.8248,0.7195,solar,,,,GBR,United Kingdom,Hive Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,4.14,4.11,4.12,4.13,4.1,
Highfields Farm (Colchester),GBR0002000,12.2,51.8248,0.7195,solar,,,,GBR,United Kingdom,Hive Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,18.67,18.51,18.35,18.38,18.73,
Highfields South Landfill Gas,GBR0000628,1.0,52.6234,-1.9363,waste,,,,GBR,United Kingdom,Npower,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,0.96,
Highwood Lane,GBR0005242,5.0,50.99,-1.5059,solar,,,,GBR,United Kingdom,Solstice Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.49,7.63,7.57,7.59,7.69,
Hill End Farm,GBR0002001,2.8,51.3118,-1.1114,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,4.1,4.16,4.11,4.13,4.12,
Hill Farm,GBR0005164,5.0,51.9621,-1.3333,solar,,,,GBR,United Kingdom,NESF (formerly Earthworm),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.29,7.49,7.6,7.67,7.69,
Hill Farm - Energy Barn,GBR2001161,10.0,52.7279,-1.4589,storage,,,,GBR,United Kingdom,Anesco/ Green Hedge Energy UK,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Hill Farm Solar Park,GBR0001758,10.2,50.6975,-1.1322,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy (BNRG Renewables),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,15.27,16.03,15.42,15.59,16.23,
Hill Farm Solar Park (VoWH),GBR0001331,14.8,51.6166,-1.348,solar,,,,GBR,United Kingdom,Hill Farm Solar Park Limited,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,22.65,22.17,22.2,22.58,22.76,
Hill Hall Farm,GBR0001292,4.99896,51.9634,0.4035,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.61,7.62,7.48,7.5,7.61,
Hill and Moor Landfill Scheme,GBR0000555,3.4,52.133,-2.0306,waste,,,,GBR,United Kingdom,Severn Waste,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,3.29,
Hill of Auquhirie,GBR0003701,6.9,56.9552,-3.1772,wind,,,,GBR,United Kingdom,Octopus Investements/Blue Energy (previously Auquhirie Land Company Ltd),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,17.39,
Hill of Balquhindachy extension,GBR0002758,1.7,57.4724,-2.241,wind,,,,GBR,United Kingdom,,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,4.28,
Hill of Easterton,GBR0003532,2.5,57.3761,-2.3933,wind,,,,GBR,United Kingdom,Mackies Ltd. Agent: Colin G Anderson,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,6.3,
Hill of Easterton Extension,GBR0004056,2.0,57.3761,-2.3933,wind,,,,GBR,United Kingdom,Mackies Ltd. Agent: Colin G Anderson,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,5.04,
Hill of Fiddes,GBR0003968,6.9,57.3109,-2.1096,wind,,,,GBR,United Kingdom,Infinis  previously Broadview Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,17.39,
Hill of Glaschyle Wind Farm,GBR0004381,27.6,57.5105,-3.6156,wind,,,,GBR,United Kingdom,Muirden Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,69.57,
Hill of Lybster,GBR0003309,4.9,58.6024,-3.6881,wind,,,,GBR,United Kingdom,Fivestone Ltd (subsidiary of Abbey Produce),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,12.35,
Hill of Lybster (Extension),GBR0004679,5.2,58.6024,-3.6881,wind,,,,GBR,United Kingdom,Renewable Energy Systems (RES),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,13.1,
Hill of Skilmafilly Cloffrickford (Denmore) Wind Farm,GBR0004170,6.9,57.4535,-2.1647,wind,,,,GBR,United Kingdom,SAC Environment And Design,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,17.39,
Hill of Stroupster Windfarm,GBR0004121,29.9,58.5793,-3.1324,wind,,,,GBR,United Kingdom,Greencoat UK Wind,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,75.37,
Hill of Tillymorgan (Kirkton Farm) Wind turbines (resubmission),GBR0003911,9.6,57.3441,-2.6104,wind,,,,GBR,United Kingdom,LocoGen/ Green Cat Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,24.2,
Hill of Towie,GBR0004014,48.3,57.6228,-3.341,wind,,,,GBR,United Kingdom,Renewable Energy Systems (RES),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,121.76,
Hillhouse Farm,GBR0002238,28.5,51.7357,-2.3624,solar,,,,GBR,United Kingdom,Cambridge Solar Power/ Vogt Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,41.06,40.22,40.79,40.92,41.29,
Hillside Solar Farm,GBR0005443,25.2,54.5601,-6.1807,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,35.72,36.59,35.95,36.44,37.31,
Hillsmoor Solar Farm,GBR0001884,1.2,50.8112,-4.0867,solar,,,,GBR,United Kingdom,Mosscliff Environmental,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,1.72,1.74,1.76,1.74,1.73,
Himley Wood Landfill Site,GBR0000554,4.4,52.5159,-2.1503,waste,,,,GBR,United Kingdom,Biogeneration / Biffa,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,4.26,
Hinkley Point B,GBR1000056,955.0,51.2085,-3.1334,nuclear,,,,GBR,United Kingdom,British Energy (now part of EDF),,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,,,,,6310.68,
Hitchin,GBR0000779,1.5,51.9769,-0.298,waste,,,,GBR,United Kingdom,Biffa,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.45,
Hoback Farm,GBR0001875,13.1,52.1191,-0.0291,solar,,,,GBR,United Kingdom,TGC Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,19.99,19.64,19.62,19.68,20.12,
Hogsbrook Farm - Farm AD,GBR0000376,1.0,50.6928,-3.3841,biomass,,,,GBR,United Kingdom,Greener for Life Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Holbrook Community Renewable Energy Centre,GBR0000117,6.5,53.3308,-1.3323,biomass,,,,GBR,United Kingdom,UYE (UK) / Veolia,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Holiday Moss Gas to Energy II,GBR0000553,1.4,53.5122,-2.7705,waste,,,,GBR,United Kingdom,Biffa,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.35,
Holiday Moss Landfill Gas Scheme,GBR0000548,2.9,53.5122,-2.7705,waste,,,,GBR,United Kingdom,Biffa,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,2.8,
Hollamoor Farm (PV),GBR0001226,2.0,51.0506,-4.0744,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,2.88,2.89,2.92,2.87,2.88,
Hollies,GBR0003186,2.6,53.143,0.2411,wind,,,,GBR,United Kingdom,Spencer farm producer/National Wind Power,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,6.55,
Holly Farm Solar Park,GBR0005632,5.0,50.688,-2.3171,solar,,,,GBR,United Kingdom,British Solar Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.62,7.83,7.63,7.65,7.75,
Holmside,GBR0003494,2.75,54.8471,-1.6776,wind,,,,GBR,United Kingdom,E.On,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,6.93,
Holton Airfield,GBR0001715,11.0,52.3606,1.5258,solar,,,,GBR,United Kingdom,Mr Steven Rademaker,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,16.84,16.79,16.56,16.87,17.17,
Holtwood Farm,GBR0005592,5.0,52.8882,-1.8077,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.08,7.63,7.5,7.52,7.69,
Holwell Hill,GBR0002004,6.0,51.1983,-2.384,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,8.98,8.91,8.83,8.85,9.13,
Home Farm,GBR0005104,6.7,51.4745,-3.2928,solar,,,,GBR,United Kingdom,Cenin Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,10.02,9.85,9.83,10.0,10.02,
Home Farm (Merton - solar),GBR0001721,18.3,51.8648,-1.1438,solar,,,,GBR,United Kingdom,R S Assemblies Limited,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,27.27,27.72,28.07,28.27,28.32,
Homeland Solar Farm,GBR0001761,13.2,50.847,-1.8648,solar,,,,GBR,United Kingdom,Foresight,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,19.8,20.25,20.04,20.15,20.56,
Homestead,GBR0002261,3.9536,52.1026,-0.9232,solar,,,,GBR,United Kingdom,CEE,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,5.83,5.79,5.84,5.85,5.82,
Homestead Farm,GBR0002314,10.7,50.694,-1.4431,solar,,,,GBR,United Kingdom,Anesco,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,16.43,17.24,16.38,16.62,17.43,
Honington Solar Farm,GBR0001757,13.6,52.3396,0.7886,solar,,,,GBR,United Kingdom,NextEnergy Solar Fund (NESF),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,20.73,20.64,20.4,20.44,20.87,
Hook Moor,GBR0004658,10.3,53.8119,-1.3355,wind,,,,GBR,United Kingdom,Banks Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,25.96,
Hook Valley Solar Park,GBR0002005,15.3,51.0486,-2.4349,solar,,,,GBR,United Kingdom,British Solar Renewables (formerly know as Solar Power Generation),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,23.28,23.46,22.96,23.03,23.86,
Hope Solar Farm,GBR0001601,7.3,50.211,-5.3661,solar,,,,GBR,United Kingdom,Hope Solar Park Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,11.46,11.74,11.49,11.45,11.7,
Hoplass Farm,GBR0005257,10.0,51.6698,-5.0127,solar,,,,GBR,United Kingdom,Kronos Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,15.13,16.0,15.25,15.1,15.64,
Hoprigshiels Community Wind Farm,GBR0004575,6.9,55.9207,-2.3915,wind,,,,GBR,United Kingdom,Mr A Hobbett,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,17.39,
Hopton Road Industrial Estate,GBR0002024,1.3,51.3713,-1.9676,solar,,,,GBR,United Kingdom,Hopton PV Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,1.82,1.83,1.81,1.82,1.81,
Horam,GBR0002169,8.11512,50.9313,0.2377,solar,,,,GBR,United Kingdom,Vogt Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,11.72,12.11,11.97,11.98,12.28,
Horncliffe Quarry,GBR0000745,1.0,53.6842,-2.2947,waste,,,,GBR,United Kingdom,Natural Power,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,0.96,
Horncliffe Quarry (Extension),GBR0000651,1.0,53.6842,-2.2947,waste,,,,GBR,United Kingdom,Natural Power,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,0.96,
Hornsea 1 - Heron & Njord,GBR2001034,1200.0,53.6815,1.4207,wind,,,,GBR,United Kingdom,Orsted (formerly Dong Energy),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,3025.14,
Horsacott Farm Solar Park,GBR0001591,6.4,51.0642,-4.1088,solar,,,,GBR,United Kingdom,Hazel Capital (bought from Lumicity Limited in 2012),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,9.42,9.67,9.62,9.59,9.72,
Horton Landfill Site,GBR0000585,2.0,50.8985,-0.2878,waste,,,,GBR,United Kingdom,Haul Waste Limited,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.93,
Houghton-le-Spring Landfill Site,GBR0000681,3.0,54.8438,-1.4515,waste,,,,GBR,United Kingdom,Biffa,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,2.9,
House O'Hill,GBR0002923,5.0,57.6219,-2.0425,wind,,,,GBR,United Kingdom,Green Cat Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,12.6,
Howdon STW,GBR0002394,6.0,55.0074,-1.4319,waste,,,,GBR,United Kingdom,Northumbrian Water,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,5.81,
Howton,GBR0001021,4.99968,50.4424,-4.282,solar,,,,GBR,United Kingdom,Low carbon Solar Partners,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.6,7.59,7.55,7.56,7.75,
Huddlesford Farm,GBR2001024,1.0,52.6839,-1.7755,solar,,,,GBR,United Kingdom,NESF (formerly Green Energy Networks),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,1.34,1.43,1.42,1.42,1.43,
Huggin's Hall,GBR2001174,40.0,51.0936,0.5083,storage,,,,GBR,United Kingdom,Low Carbon,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Hull Biomass Plant (Tansterne power station),GBR2001111,22.0,53.819,-0.1465,biomass,,,,GBR,United Kingdom,Solar 21,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Hullavington Solar Park,GBR0002384,7.0,51.5431,-2.1651,solar,,,,GBR,United Kingdom,Wessex Solar Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,10.52,10.31,10.41,10.5,10.49,
